0.250000	9.033346	1.707419
0.500000	6.127000	0.293554
0.750000	4.985309	0.145723
1.000000	4.331277	0.097035
1.250000	3.816993	0.070156
1.500000	3.475544	0.056385
1.750000	3.148545	0.045592
2.000000	2.946188	0.039897
2.250000	2.771464	0.035503
2.500000	2.583688	0.031263
2.750000	2.420560	0.027944
3.000000	2.310974	0.025887
3.250000	2.219260	0.024265
3.500000	2.086566	0.022067
3.750000	1.989247	0.020559
4.000000	1.898358	0.019226
4.250000	1.805376	0.017933
4.500000	1.754164	0.017249
4.750000	1.694964	0.016483
5.000000	1.636733	0.015754
5.250000	1.578584	0.015050
5.500000	1.520742	0.014371
5.750000	1.465971	0.013749
6.000000	1.410229	0.013134
6.250000	1.378772	0.012795
6.500000	1.344613	0.012433
6.750000	1.311655	0.012091
7.000000	1.278477	0.011752
7.250000	1.249892	0.011464
7.500000	1.215495	0.011124
7.750000	1.177269	0.010753
8.000000	1.141950	0.010417
8.250000	1.110539	0.010122
8.500000	1.076661	0.009810
8.750000	1.055017	0.009613
9.000000	1.036253	0.009444
9.250000	1.019846	0.009297
9.500000	0.999532	0.009117
9.750000	0.979643	0.008943
10.000000	0.955909	0.008737
